Marital status,Daytime/evening attendance,Nationality,course_name,Previous qualification,Mother's qualification,Father's qualification,Gender,Age at enrollment,enrollement_year,Number of semesters,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
1,1,20,Nursing,1,13,1,0,20,2020,3,7,6,12.35714286,8,7,13,13.9,-0.3,0.79,Graduate
1,1,1,Journalism and Communication,1,23,14,0,19,2019,5,6,6,12.16666667,6,2,10.33333333,16.2,0.3,-0.92,Dropout
1,1,1,Social Service,14,22,14,0,21,2018,3,6,3,12,6,2,12.5,12.4,0.5,1.79,Enrolled
1,1,11,Tourism,1,22,27,0,33,2018,5,10,9,12.41666667,9,7,13,10.8,1.4,1.74,Graduate
1,1,4,Veterinary Nursing,1,3,28,0,18,2021,5,5,4,12.75,5,4,12.75,7.6,2.6,0.32,Graduate
1,1,1,Nursing,6,22,1,0,21,2019,5,21,18,14.93333333,21,18,14.93333333,7.6,2.6,0.32,Graduate
1,1,6,Journalism and Communication,1,3,14,0,19,2022,3,6,6,13,6,6,11.66666667,8.9,1.4,3.51,Graduate
4,1,1,Basic Education,12,23,14,0,33,2021,5,7,7,12.85714286,7,6,12.66666667,8.9,1.4,3.51,Enrolled
2,1,1,Nursing,1,23,28,0,18,2018,3,7,7,14.455,8,8,13.91,15.5,2.8,-4.06,Graduate
1,1,11,Advertising and Marketing Management,1,1,14,0,18,2020,3,6,6,14,6,6,13.28571429,11.1,0.6,2.02,Graduate
1,1,1,Journalism and Communication,1,13,28,0,20,2019,3,6,6,13.5,6,6,12.66666667,11.1,0.6,2.02,Graduate
1,1,5,Tourism,1,22,27,0,20,2020,5,6,0,0,6,0,0,11.1,0.6,2.02,Dropout
1,0,17,Social Service (evening attendance),1,13,1,0,20,2018,3,6,6,11.66666667,6,5,14,10.8,1.4,1.74,Graduate
1,1,1,Veterinary Nursing,1,1,27,0,19,2022,5,5,4,12,5,5,13.33333333,10.8,1.4,1.74,Graduate
1,1,19,Social Service,1,23,27,0,19,2018,3,6,6,11.71428571,6,6,11.83333333,13.9,-0.3,0.79,Graduate
1,1,6,Social Service,1,26,1,0,21,2022,3,6,6,12.66666667,6,6,12.42857143,11.1,0.6,2.02,Graduate
1,1,11,Veterinary Nursing,1,3,3,0,26,2019,5,6,3,11.75,6,4,12.8,12.4,0.5,1.79,Enrolled
1,1,1,Social Service,1,22,27,0,21,2020,5,6,0,0,6,0,0,16.2,0.3,-0.92,Dropout
1,1,18,Nursing,1,13,28,0,18,2020,3,8,7,12.32857143,8,7,12.32857143,12.7,3.7,-1.7,Graduate
5,1,1,Basic Education,12,22,27,0,27,2020,3,7,6,11.66666667,7,1,10,12.4,0.5,1.79,Dropout
1,1,1,Communication Design,1,1,28,0,20,2018,5,12,12,13.25,12,11,12.72727273,15.5,2.8,-4.06,Graduate
1,1,1,Advertising and Marketing Management,14,13,3,0,21,2022,3,6,5,11.83333333,6,4,13.25,16.2,0.3,-0.92,Enrolled
1,1,1,Oral Hygiene,1,23,27,0,18,2021,5,7,7,13.3,8,8,15.125,15.5,2.8,-4.06,Graduate
1,1,1,Veterinary Nursing,14,1,14,0,20,2022,3,6,6,12.55555556,6,5,11.8,16.2,0.3,-0.92,Enrolled
1,1,5,Journalism and Communication,1,1,14,0,18,2020,3,6,6,12.83333333,6,6,12.16666667,11.1,0.6,2.02,Graduate
1,1,1,Social Service,14,1,1,0,20,2019,3,6,6,12.83333333,6,6,12.83333333,13.9,-0.3,0.79,Graduate
1,1,20,Veterinary Nursing,1,1,14,0,19,2022,5,5,3,12.66666667,5,3,13,12.7,3.7,-1.7,Graduate
1,1,14,Nursing,1,22,3,0,20,2020,5,7,6,13.27142857,8,7,14.47142857,13.9,-0.3,0.79,Graduate
1,0,1,Management (evening attendance),1,13,27,0,20,2021,5,5,5,12.4,5,5,12.83333333,10.8,1.4,1.74,Graduate
1,1,1,Veterinary Nursing,14,23,1,0,20,2022,5,5,2,14.5,5,4,11.25,12.7,3.7,-1.7,Enrolled
1,1,1,Social Service,1,13,1,0,19,2022,3,6,0,0,5,0,0,13.9,-0.3,0.79,Dropout
1,1,1,Journalism and Communication,1,3,3,0,18,2019,3,6,6,14.28571429,6,6,13.25,8.9,1.4,3.51,Graduate
1,1,1,Veterinary Nursing,1,23,28,0,18,2020,5,5,3,12.33333333,5,5,12.6,10.8,1.4,1.74,Graduate
1,1,1,Nursing,1,23,27,0,19,2019,3,7,6,12.58333333,8,7,12.67142857,13.9,-0.3,0.79,Graduate
1,1,11,Nursing,1,10,27,0,19,2022,3,7,6,13.73166667,8,7,13.77142857,12.4,0.5,1.79,Dropout
1,1,5,Agronomy,12,22,27,1,43,2018,5,6,6,12.875,6,5,12.14285714,16.2,0.3,-0.92,Enrolled
2,1,12,Communication Design,1,22,17,1,47,2021,5,10,8,14.625,7,5,13.4,9.4,-0.8,-3.12,Dropout
1,1,1,Management,1,19,24,1,23,2021,3,3,0,0,2,0,0,7.6,2.6,0.32,Dropout
1,1,16,Social Service,1,13,14,0,19,2022,3,6,6,12.66666667,6,6,12.66666667,8.9,1.4,3.51,Graduate
1,1,16,Nursing,1,3,3,0,20,2021,5,8,6,12.49166667,8,6,12.49166667,12.7,3.7,-1.7,Graduate
1,1,12,Animation and Multimedia Design,1,1,3,0,19,2021,3,12,12,13.66666667,11,11,14.16666667,8.9,1.4,3.51,Graduate
1,1,1,Veterinary Nursing,1,22,27,0,19,2018,3,6,6,16,6,6,14.5,15.5,2.8,-4.06,Graduate
1,1,1,Veterinary Nursing,14,13,27,0,19,2021,3,6,6,14.14285714,6,6,13,13.9,-0.3,0.79,Graduate
1,0,9,Social Service (evening attendance),12,13,14,0,39,2022,5,6,6,11.83333333,6,4,13.75,11.1,0.6,2.02,Graduate
1,1,1,Communication Design,1,1,1,0,20,2018,3,6,6,12.66666667,6,6,13,10.8,1.4,1.74,Graduate
1,1,1,Communication Design,1,23,14,0,21,2020,5,6,6,12.5,6,6,12.66666667,7.6,2.6,0.32,Graduate
1,1,1,Social Service,1,22,14,0,22,2019,3,11,9,10.88888889,10,4,11.25,9.4,-0.8,-3.12,Graduate
1,1,21,Journalism and Communication,1,13,28,0,19,2022,3,6,1,13,5,0,0,7.6,2.6,0.32,Dropout
1,1,1,Advertising and Marketing Management,1,1,14,0,22,2020,5,6,6,15.16666667,6,6,16,13.9,-0.3,0.79,Graduate
1,1,19,Basic Education,1,13,14,0,19,2021,5,6,6,12.66666667,6,6,12,12.7,3.7,-1.7,Graduate
1,1,1,Animation and Multimedia Design,1,22,28,1,18,2019,5,0,0,0,0,0,0,7.6,2.6,0.32,Dropout
5,1,1,Management,1,13,14,1,26,2022,5,5,5,12,5,5,10.2,11.1,0.6,2.02,Enrolled
1,0,1,Management (evening attendance),1,22,27,1,36,2021,3,5,0,0,5,0,0,12.7,3.7,-1.7,Dropout
1,1,14,Animation and Multimedia Design,1,13,2,1,20,2022,5,0,0,0,0,0,0,12.4,0.5,1.79,Graduate
2,1,18,Management,1,22,27,1,30,2019,5,5,2,11,5,4,11.5,15.5,2.8,-4.06,Dropout
1,1,1,Agronomy,1,1,1,1,24,2018,5,6,6,15.71428571,6,6,15.9,15.5,2.8,-4.06,Dropout
1,1,5,Management,1,19,24,1,26,2021,3,15,11,10.81818182,14,11,11.63636364,7.6,2.6,0.32,Dropout
1,1,1,Management,1,13,28,1,19,2022,5,5,1,12,5,0,0,13.9,-0.3,0.79,Dropout
5,1,1,Social Service,1,13,28,1,34,2022,3,6,5,12.6,6,4,11.25,12.4,0.5,1.79,Graduate
1,1,1,Equiniculture,1,1,1,1,33,2021,3,5,1,13,5,3,14,9.4,-0.8,-3.12,Enrolled
1,1,1,Management,1,13,1,1,19,2022,5,5,5,11.6,5,4,10.75,9.4,-0.8,-3.12,Graduate
1,1,1,Informatics Engineering,1,13,1,1,26,2022,3,5,1,10,5,1,11,8.9,1.4,3.51,Dropout
1,1,1,Advertising and Marketing Management,1,23,27,1,29,2018,3,6,1,14,6,0,0,16.2,0.3,-0.92,Dropout
1,1,14,Informatics Engineering,1,13,27,1,19,2020,3,5,5,12.6,5,2,12.5,8.9,1.4,3.51,Dropout
1,1,15,Animation and Multimedia Design,1,1,1,1,18,2019,5,0,0,0,0,0,0,12.7,3.7,-1.7,Dropout
1,0,20,Management (evening attendance),12,13,27,1,29,2022,5,5,2,11.33333333,5,1,12,11.1,0.6,2.02,Dropout
1,1,10,Tourism,1,22,27,1,21,2019,5,6,6,12.66666667,6,5,11.4,9.4,-0.8,-3.12,Graduate
1,1,10,Tourism,1,1,1,1,19,2018,3,6,5,10.8,6,2,10.5,10.8,1.4,1.74,Enrolled
1,1,1,Nursing,1,23,28,1,20,2021,3,7,5,12.87857143,8,7,11.85625,15.5,2.8,-4.06,Graduate
1,1,1,Veterinary Nursing,1,3,1,1,18,2019,3,5,0,0,5,0,0,7.6,2.6,0.32,Dropout
1,1,20,Communication Design,1,23,27,1,18,2021,3,6,6,12.83333333,6,5,11.4,15.5,2.8,-4.06,Enrolled
1,1,1,Management,1,19,24,1,21,2021,5,5,5,12.6,5,3,12.83333333,10.8,1.4,1.74,Enrolled
1,1,21,Management,1,1,1,1,20,2019,5,5,0,0,5,0,0,8.9,1.4,3.51,Dropout
1,1,1,Informatics Engineering,1,22,27,1,30,2022,5,5,0,0,5,0,0,12.7,3.7,-1.7,Dropout
1,1,4,Advertising and Marketing Management,1,22,28,1,19,2019,3,6,6,14.16666667,6,6,14,13.9,-0.3,0.79,Graduate
1,1,1,Management,1,1,14,1,30,2018,5,5,5,13.4,5,4,13.25,8.9,1.4,3.51,Dropout
1,1,3,Management,1,23,1,1,22,2021,3,5,5,11.2,5,4,11.25,12.7,3.7,-1.7,Graduate
1,1,14,Animation and Multimedia Design,1,22,27,1,22,2019,3,0,0,0,0,0,0,12.4,0.5,1.79,Graduate
1,1,17,Communication Design,1,1,1,1,19,2021,3,6,6,12.66666667,6,5,11.8,11.1,0.6,2.02,Dropout
1,1,1,Advertising and Marketing Management,1,1,14,1,21,2021,5,5,3,12.33333333,5,4,11.25,7.6,2.6,0.32,Dropout
1,1,1,Veterinary Nursing,1,23,28,1,21,2019,5,5,4,12.25,5,5,12,7.6,2.6,0.32,Graduate
1,1,1,Animation and Multimedia Design,14,13,28,1,21,2022,5,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
1,1,1,Management,1,1,14,1,27,2021,3,5,3,10.75,5,3,10.33333333,15.5,2.8,-4.06,Dropout
1,1,1,Biofuel Production Technologies,1,22,27,1,32,2021,5,7,0,0,7,0,0,13.9,-0.3,0.79,Dropout
1,1,1,Advertising and Marketing Management,9,22,1,1,40,2020,3,6,0,0,6,0,0,15.5,2.8,-4.06,Dropout
1,1,13,Management,1,22,1,1,20,2018,3,5,2,14.33333333,5,2,12.5,7.6,2.6,0.32,Enrolled
1,1,1,Equiniculture,14,4,4,1,20,2020,3,5,2,11.5,5,2,11.5,12.7,3.7,-1.7,Dropout
1,1,9,Animation and Multimedia Design,1,22,27,1,18,2020,3,0,0,0,0,0,0,7.6,2.6,0.32,Graduate
1,1,1,Management,1,1,28,1,21,2021,5,5,2,10.5,5,0,0,12.7,3.7,-1.7,Dropout
1,1,20,Advertising and Marketing Management,1,13,27,1,18,2022,3,6,6,13.5,6,0,0,12.7,3.7,-1.7,Dropout
1,1,17,Agronomy,1,1,3,1,19,2021,5,6,1,11,6,0,0,16.2,0.3,-0.92,Enrolled
5,1,6,Communication Design,3,22,27,1,30,2019,5,6,1,10,6,0,0,15.5,2.8,-4.06,Dropout
1,1,1,Agronomy,9,13,1,1,29,2019,5,6,0,0,6,0,0,15.5,2.8,-4.06,Dropout
1,1,1,Informatics Engineering,1,1,1,1,18,2019,3,5,1,12,5,3,10.66666667,7.6,2.6,0.32,Dropout
1,1,19,Advertising and Marketing Management,1,1,1,1,18,2018,3,5,4,12.25,5,5,12.2,9.4,-0.8,-3.12,Dropout
1,1,12,Agronomy,14,1,1,1,22,2018,3,10,5,11.4,7,6,11.66666667,15.5,2.8,-4.06,Dropout
1,0,1,Management (evening attendance),1,22,27,1,27,2021,3,5,0,0,5,0,0,12.7,3.7,-1.7,Dropout
1,1,1,Advertising and Marketing Management,1,23,1,1,20,2022,5,6,4,14.25,6,5,14,10.8,1.4,1.74,Graduate
1,0,2,Social Service (evening attendance),2,13,28,1,42,2019,3,12,11,14.45454545,11,10,14.2,11.1,0.6,2.02,Graduate
1,1,14,Agronomy,1,23,28,1,21,2020,5,12,12,14.53846154,12,12,14.46153846,15.5,2.8,-4.06,Graduate
1,1,19,Nursing,1,1,28,1,23,2022,3,7,6,12.73333333,8,7,11.95,16.2,0.3,-0.92,Graduate
1,1,4,Communication Design,1,23,28,1,21,2021,5,12,5,13.2,12,4,13.5,8.9,1.4,3.51,Dropout
1,1,10,Animation and Multimedia Design,1,4,3,1,19,2018,5,0,0,0,0,0,0,12.7,3.7,-1.7,Graduate
2,1,16,Social Service,1,22,27,1,40,2019,3,6,6,12.33333333,6,4,12.75,8.9,1.4,3.51,Dropout
1,1,1,Management,1,13,1,1,22,2022,3,9,5,11.2,9,7,11.25,12.7,3.7,-1.7,Dropout
1,1,1,Nursing,1,23,27,1,19,2022,5,7,6,13.2,7,6,13.2,7.6,2.6,0.32,Graduate
1,1,15,Informatics Engineering,1,13,27,1,24,2019,3,5,5,11.83333333,5,4,14,12.7,3.7,-1.7,Enrolled
1,1,20,Tourism,1,3,1,1,21,2021,3,6,5,11.33333333,6,2,11.5,12.7,3.7,-1.7,Enrolled
1,1,1,Informatics Engineering,1,3,1,1,18,2020,3,5,5,13.6,5,5,14.6,8.9,1.4,3.51,Graduate
1,1,1,Informatics Engineering,1,22,27,1,18,2022,5,5,0,0,5,2,11.5,7.6,2.6,0.32,Dropout
1,1,15,Advertising and Marketing Management,1,3,1,1,24,2022,5,6,5,12.85714286,6,5,13.66666667,11.1,0.6,2.02,Dropout
1,1,20,Informatics Engineering,1,22,14,1,28,2021,3,5,3,14.33333333,5,5,12.42857143,9.4,-0.8,-3.12,Enrolled
1,1,18,Advertising and Marketing Management,1,13,28,0,19,2019,3,6,5,13.5,6,6,14,12.4,0.5,1.79,Graduate
1,1,13,Veterinary Nursing,15,3,3,0,28,2020,3,6,6,14.42857143,6,4,15.6,11.1,0.6,2.02,Enrolled
1,1,1,Basic Education,1,10,1,0,18,2022,3,6,0,0,6,0,0,7.6,2.6,0.32,Dropout
1,1,2,Animation and Multimedia Design,1,3,1,0,19,2018,5,0,0,0,0,0,0,16.2,0.3,-0.92,Graduate
1,1,11,Nursing,1,1,1,0,19,2018,3,8,8,12.82875,8,8,12.82875,9.4,-0.8,-3.12,Graduate
1,1,1,Equiniculture,1,24,3,0,21,2022,3,5,0,0,5,4,13.75,10.8,1.4,1.74,Graduate
1,1,12,Nursing,1,1,14,0,18,2022,3,7,0,0,8,0,0,13.9,-0.3,0.79,Dropout
1,1,1,Communication Design,1,3,14,0,19,2020,3,6,6,14.66666667,6,6,13.16666667,9.4,-0.8,-3.12,Graduate
1,1,20,Nursing,1,23,28,0,19,2022,5,8,7,13.93714286,8,7,13.93714286,10.8,1.4,1.74,Graduate
1,1,18,Communication Design,1,3,1,0,20,2018,5,12,10,14.7,12,12,14.58333333,15.5,2.8,-4.06,Graduate
1,1,1,Journalism and Communication,1,1,1,0,18,2021,3,6,6,11.66666667,6,5,12.2,12.7,3.7,-1.7,Graduate
1,1,1,Nursing,6,22,27,0,20,2019,5,7,6,14.85,7,6,14.85,7.6,2.6,0.32,Graduate
1,1,1,Veterinary Nursing,12,13,27,0,26,2021,3,5,1,12,5,0,0,10.8,1.4,1.74,Dropout
1,1,1,Nursing,1,3,1,0,18,2018,5,7,7,13.6875,8,8,15.62222222,13.9,-0.3,0.79,Dropout
1,0,15,Social Service (evening attendance),1,22,27,0,58,2019,3,6,5,12.4,6,5,11.6,9.4,-0.8,-3.12,Graduate
1,1,1,Nursing,1,1,3,0,18,2021,3,7,7,13.398,8,8,13.5425,15.5,2.8,-4.06,Graduate
1,1,9,Veterinary Nursing,1,1,1,0,20,2021,5,6,5,11.8,6,4,12,12.4,0.5,1.79,Enrolled
1,0,1,Management (evening attendance),1,23,27,0,20,2018,3,5,0,0,5,0,0,11.1,0.6,2.02,Dropout
1,1,7,Management,1,22,27,0,29,2019,5,15,13,11.76923077,14,14,11.92857143,9.4,-0.8,-3.12,Graduate
1,1,21,Social Service,3,1,1,0,27,2022,3,6,0,0,5,0,0,16.2,0.3,-0.92,Dropout
1,1,5,Veterinary Nursing,1,13,28,0,21,2018,3,6,6,13.28571429,6,6,13,11.1,0.6,2.02,Graduate
1,1,5,Social Service,1,1,14,0,20,2022,5,6,6,11.66666667,6,6,11.16666667,15.5,2.8,-4.06,Graduate
1,1,1,Social Service,1,13,28,0,19,2020,5,6,6,11.5,6,5,12.2,11.1,0.6,2.02,Graduate
1,1,1,Nursing,1,22,28,0,22,2021,3,7,6,13.08166667,8,6,13.15,11.1,0.6,2.02,Graduate
1,1,1,Communication Design,1,23,27,0,19,2020,5,6,6,12.66666667,6,6,13,15.5,2.8,-4.06,Graduate
1,1,1,Journalism and Communication,1,22,1,0,19,2018,5,6,3,11.33333333,6,0,0,12.4,0.5,1.79,Dropout
1,1,1,Basic Education,1,3,3,0,23,2019,5,6,5,13.6,6,5,11.6,7.6,2.6,0.32,Enrolled
1,1,1,Journalism and Communication,1,1,1,0,18,2021,3,6,6,13.16666667,6,5,13.2,12.4,0.5,1.79,Dropout
1,1,21,Equiniculture,14,1,14,0,19,2022,3,6,0,0,6,0,0,12.7,3.7,-1.7,Dropout
1,1,1,Agronomy,14,1,1,0,20,2022,5,6,5,11.66666667,6,5,12.6,12.4,0.5,1.79,Graduate
1,1,1,Social Service,1,1,28,0,19,2021,3,6,6,13.5,6,6,13.42857143,11.1,0.6,2.02,Graduate
1,1,1,Veterinary Nursing,12,22,27,0,26,2018,5,6,0,0,6,0,0,13.9,-0.3,0.79,Dropout
1,1,1,Social Service,1,1,14,0,18,2022,3,6,6,13.16666667,6,6,14.14285714,11.1,0.6,2.02,Graduate
1,1,1,Veterinary Nursing,1,22,27,0,29,2020,3,5,4,12.5,5,2,12.5,12.7,3.7,-1.7,Dropout
1,1,1,Agronomy,14,3,1,0,20,2018,5,6,6,13.375,6,6,13,16.2,0.3,-0.92,Graduate
1,1,16,Communication Design,1,13,2,0,19,2018,5,6,6,13.16666667,6,6,12.66666667,15.5,2.8,-4.06,Graduate
1,1,18,Veterinary Nursing,14,1,1,0,23,2020,3,6,4,13.4,6,2,13.5,12.4,0.5,1.79,Enrolled
1,1,13,Oral Hygiene,1,2,3,0,25,2022,5,7,3,13,8,3,11.66666667,10.8,1.4,1.74,Enrolled
1,1,1,Nursing,1,3,3,0,18,2021,5,8,7,13.15428571,8,7,13.15428571,10.8,1.4,1.74,Graduate
1,1,2,Communication Design,1,1,28,0,19,2019,3,6,6,12.83333333,6,6,12.83333333,9.4,-0.8,-3.12,Graduate
1,1,1,Basic Education,1,1,14,0,18,2019,5,7,7,12.14285714,7,7,13.14285714,12.4,0.5,1.79,Graduate
1,1,10,Nursing,1,1,14,0,19,2019,5,7,5,13.34,7,6,12.38571429,12.4,0.5,1.79,Enrolled
1,0,1,Social Service (evening attendance),15,22,14,0,36,2018,5,10,4,13,9,4,13.75,8.9,1.4,3.51,Dropout
1,1,11,Agronomy,14,1,28,1,20,2018,3,6,3,12,6,3,11.66666667,15.5,2.8,-4.06,Enrolled
1,1,1,Animation and Multimedia Design,1,1,1,1,20,2018,3,0,0,0,0,0,0,11.1,0.6,2.02,Dropout
1,1,13,Social Service,1,23,28,1,18,2021,3,6,5,11,6,0,0,11.1,0.6,2.02,Dropout
1,1,11,Agronomy,14,3,1,1,19,2018,5,6,5,11.5,6,6,11.33333333,12.4,0.5,1.79,Enrolled
1,1,1,Social Service,1,1,34,1,20,2018,3,9,3,13.33333333,6,2,12.5,8.9,1.4,3.51,Dropout
1,1,21,Nursing,1,13,14,1,18,2018,3,7,7,14.59444444,8,8,13.472,15.5,2.8,-4.06,Graduate
1,1,1,Equiniculture,14,3,1,1,20,2018,3,6,4,11,6,3,10.66666667,12.4,0.5,1.79,Dropout
1,1,1,Informatics Engineering,1,13,1,1,24,2019,5,5,0,0,5,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,Journalism and Communication,1,13,28,1,19,2022,5,6,0,0,6,0,0,8.9,1.4,3.51,Dropout
1,1,15,Informatics Engineering,1,13,14,1,18,2021,5,5,1,12,5,2,12,7.6,2.6,0.32,Dropout
1,1,5,Informatics Engineering,1,4,28,1,18,2022,5,5,5,14,5,5,13.2,8.9,1.4,3.51,Graduate
1,1,1,Tourism,1,1,14,1,18,2022,5,6,6,13.57142857,6,5,11.8,8.9,1.4,3.51,Graduate
1,1,1,Advertising and Marketing Management,1,3,14,1,22,2018,3,6,0,0,6,0,0,16.2,0.3,-0.92,Dropout
1,1,1,Advertising and Marketing Management,1,13,28,1,19,2018,3,6,6,14.25,6,6,13.85714286,11.1,0.6,2.02,Graduate
2,1,1,Veterinary Nursing,9,1,29,0,32,2019,5,6,0,0,6,0,0,13.9,-0.3,0.79,Dropout
1,1,1,Basic Education,1,19,14,0,21,2020,5,6,0,0,6,0,0,7.6,2.6,0.32,Dropout
1,1,13,Nursing,1,22,27,0,19,2019,3,8,7,13.54285714,8,7,13.54285714,12.7,3.7,-1.7,Graduate
4,0,1,Social Service (evening attendance),1,23,27,0,39,2022,3,9,9,13.11111111,7,7,11.71428571,12.7,3.7,-1.7,Graduate
1,0,10,Social Service (evening attendance),8,19,24,0,30,2021,5,9,9,12.66666667,7,7,12.14285714,7.6,2.6,0.32,Graduate
1,1,1,Management,1,1,14,0,18,2019,5,5,4,10.75,5,2,10,9.4,-0.8,-3.12,Dropout
2,0,1,Management (evening attendance),1,22,27,0,38,2022,5,10,4,10.75,10,2,10,7.6,2.6,0.32,Dropout
1,1,12,Communication Design,1,19,27,0,20,2018,5,6,6,13.66666667,6,6,13.33333333,9.4,-0.8,-3.12,Graduate
1,0,13,Social Service (evening attendance),12,19,24,0,55,2022,3,6,6,13.83333333,6,6,12.83333333,7.6,2.6,0.32,Graduate
4,1,12,Communication Design,2,19,24,0,53,2022,5,18,17,13.17647059,18,16,13,7.6,2.6,0.32,Dropout
2,0,19,Social Service (evening attendance),1,19,24,0,54,2021,5,6,4,12.75,6,5,12.6,7.6,2.6,0.32,Dropout
1,1,1,Nursing,1,22,27,0,18,2021,3,7,5,12.86,7,5,12.86,7.6,2.6,0.32,Enrolled
1,0,1,Social Service (evening attendance),1,22,27,0,44,2019,3,8,4,12,7,4,12,8.9,1.4,3.51,Dropout
1,1,15,Social Service,1,22,27,0,28,2022,3,11,9,11.66666667,11,9,12.55555556,10.8,1.4,1.74,Graduate
1,0,1,Social Service (evening attendance),17,13,14,0,37,2022,5,14,14,16.5,11,11,16.90909091,8.9,1.4,3.51,Graduate
1,1,1,Social Service,1,11,12,0,20,2019,3,10,9,12.33333333,7,7,11.77777778,7.6,2.6,0.32,Graduate
1,1,11,Nursing,1,13,3,0,18,2018,3,7,7,12.59125,8,7,12.82,15.5,2.8,-4.06,Enrolled
1,1,4,Social Service,1,13,14,1,19,2021,5,6,4,11.5,6,3,11,8.9,1.4,3.51,Dropout
1,1,1,Agronomy,1,23,27,1,23,2020,5,18,18,11.89473684,13,13,12.92307692,15.5,2.8,-4.06,Graduate
1,1,1,Social Service,1,13,27,1,22,2021,3,6,0,0,6,0,0,13.9,-0.3,0.79,Dropout
1,1,1,Tourism,1,3,14,1,24,2019,5,6,0,0,6,0,0,11.1,0.6,2.02,Dropout
1,1,1,Agronomy,14,4,4,1,22,2019,5,6,5,13,6,2,11.5,12.4,0.5,1.79,Enrolled
1,1,4,Agronomy,1,1,28,1,26,2020,3,6,0,0,6,0,0,13.9,-0.3,0.79,Dropout
1,1,1,Journalism and Communication,1,22,27,1,18,2021,3,6,6,15.16666667,6,6,14.83333333,9.4,-0.8,-3.12,Graduate
1,1,1,Equiniculture,14,23,14,1,24,2020,3,6,4,11.75,6,2,13.5,11.1,0.6,2.02,Dropout
1,1,1,Informatics Engineering,1,1,28,1,18,2022,5,5,0,0,5,1,15,10.8,1.4,1.74,Enrolled
1,1,1,Animation and Multimedia Design,1,1,28,1,26,2019,3,0,0,0,0,0,0,11.1,0.6,2.02,Dropout
1,1,1,Tourism,12,22,27,1,27,2022,5,6,3,11.33333333,6,3,14.75,16.2,0.3,-0.92,Dropout
1,1,21,Agronomy,14,22,27,1,20,2022,5,6,5,12.6,6,5,13.2,12.4,0.5,1.79,Graduate
1,1,1,Informatics Engineering,1,10,1,1,19,2022,5,5,0,0,5,1,14,7.6,2.6,0.32,Dropout
1,1,14,Veterinary Nursing,1,23,28,1,18,2022,5,6,6,15.5,6,4,15.5,11.1,0.6,2.02,Dropout
1,1,1,Nursing,1,1,1,1,18,2018,5,8,7,12.36571429,8,7,12.36571429,10.8,1.4,1.74,Graduate
1,1,1,Advertising and Marketing Management,1,22,27,1,19,2021,5,6,5,13.2,6,5,13.25,10.8,1.4,1.74,Enrolled
1,1,7,Communication Design,1,22,27,1,34,2022,5,12,7,11.42857143,12,7,11.85714286,7.6,2.6,0.32,Enrolled
1,1,6,Social Service,1,23,14,1,19,2021,3,6,0,0,6,0,0,16.2,0.3,-0.92,Dropout
1,1,1,Journalism and Communication,1,1,14,1,19,2018,5,6,4,14,6,6,12.33333333,9.4,-0.8,-3.12,Graduate
2,1,1,Agronomy,1,2,2,1,30,2019,3,12,3,12,12,5,11.8,15.5,2.8,-4.06,Dropout
1,1,1,Journalism and Communication,1,1,3,1,22,2021,5,4,0,0,5,3,12,10.8,1.4,1.74,Dropout
1,1,1,Management,1,3,28,1,19,2020,3,5,4,10,5,3,11.33333333,15.5,2.8,-4.06,Dropout
1,1,1,Management,1,23,1,1,21,2020,5,5,1,10,5,1,10,7.6,2.6,0.32,Dropout
1,1,18,Animation and Multimedia Design,1,22,27,1,22,2019,5,0,0,0,0,0,0,7.6,2.6,0.32,Dropout
1,1,2,Tourism,1,22,27,1,19,2019,5,6,6,11.16666667,6,3,11.66666667,10.8,1.4,1.74,Enrolled
1,1,2,Social Service,1,13,28,1,20,2022,3,6,4,11.75,6,3,11.33333333,15.5,2.8,-4.06,Enrolled
1,1,12,Agronomy,12,3,1,1,35,2018,5,6,3,11.75,6,0,0,13.9,-0.3,0.79,Dropout
1,1,19,Management,1,22,27,1,20,2022,5,5,1,10,5,1,11,7.6,2.6,0.32,Dropout
1,1,15,Equiniculture,1,6,9,1,21,2019,5,5,3,14,5,5,12.8,7.6,2.6,0.32,Graduate
1,1,1,Veterinary Nursing,9,19,24,1,27,2018,5,5,0,0,5,0,0,7.6,2.6,0.32,Dropout
1,1,1,Journalism and Communication,1,22,28,1,26,2022,3,6,3,12,6,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,Journalism and Communication,1,1,23,1,20,2018,3,6,0,0,5,0,0,10.8,1.4,1.74,Dropout
1,1,6,Agronomy,1,22,27,1,28,2019,5,10,8,11.88888889,8,5,11.6,15.5,2.8,-4.06,Dropout
1,1,20,Journalism and Communication,1,13,28,1,19,2020,3,6,6,13.83333333,6,6,13.66666667,11.1,0.6,2.02,Graduate
1,0,1,Management (evening attendance),1,22,14,1,47,2019,5,5,0,0,5,0,0,12.7,3.7,-1.7,Dropout
4,1,9,Journalism and Communication,9,22,27,1,55,2019,5,6,5,11.4,6,5,12.4,10.8,1.4,1.74,Dropout
